run_idx,phase,tag,day,fit_cov,mean_geh,wall_s,params_json
96,refine,r017,2026-06-04,0.4468,10.373,311.6,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2595, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
97,refine,r018,2026-06-02,0.3576,10.962,399.8,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3872, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
98,refine,r018,2026-06-04,0.4676,10.27,339.2,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3872, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
99,refine,r019,2026-06-02,0.3773,10.949,392.6,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3243, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
100,refine,r019,2026-06-04,0.4375,10.236,349.3,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3243, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
101,refine,r020,2026-06-02,0.3669,11.004,416.1,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3809, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
102,refine,r020,2026-06-04,0.4375,10.241,345.0,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3809, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
103,refine,r021,2026-06-02,0.3576,10.953,394.8,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3306, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
104,refine,r021,2026-06-04,0.4757,10.181,335.6,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3306, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3821, ""S.q_dead.None"": 0.1018}"
105,refine,r022,2026-06-02,0.3773,10.924,412.4,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.4022, ""S.q_dead.None"": 0.1018}"
106,refine,r022,2026-06-04,0.4757,10.194,327.6,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.4022, ""S.q_dead.None"": 0.1018}"
107,refine,r023,2026-06-02,0.3773,10.949,412.7,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3619, ""S.q_dead.None"": 0.1018}"
108,refine,r023,2026-06-04,0.4757,10.222,328.3,"{""N.s_entry.4"": 0.4443, ""N.s_entry.5"": 0.4628, ""N.s_entry.6"": 0.4687, ""N.s_entry.7"": 0.3131, ""N.s_entry.8"": 0.4299, ""N.s_entry.9"": 0.2374, ""N.s_entry.10"": 0.3758, ""N.s_or.4"": 0.4159, ""N.s_or.5"": 0.3558, ""N.s_or.6"": 0.2594, ""N.s_or.7"": 0.297, ""N.s_or.8"": 0.2498, ""N.s_or.9"": 0.2482, ""N.s_or.10"": 0.4902, ""N.m_off.4"": 0.3706, ""N.m_off.5"": 0.3251, ""N.m_off.6"": 0.2372, ""N.m_off.7"": 0.3181, ""N.m_off.8"": 0.2483, ""N.m_off.9"": 0.3351, ""N.m_off.10"": 0.41, ""N.q_dead.None"": 0.0605, ""S.s_entry.4"": 0.463, ""S.s_entry.5"": 0.2989, ""S.s_entry.6"": 0.4415, ""S.s_entry.7"": 0.3875, ""S.s_entry.8"": 0.3337, ""S.s_entry.9"": 0.3835, ""S.s_entry.10"": 0.3525, ""S.s_or.4"": 0.5085, ""S.s_or.5"": 0.2773, ""S.s_or.6"": 0.3225, ""S.s_or.7"": 0.2956, ""S.s_or.8"": 0.5319, ""S.s_or.9"": 0.4754, ""S.s_or.10"": 0.5312, ""S.m_off.4"": 0.458, ""S.m_off.5"": 0.4936, ""S.m_off.6"": 0.4911, ""S.m_off.7"": 0.506, ""S.m_off.8"": 0.5319, ""S.m_off.9"": 0.4254, ""S.m_off.10"": 0.3619, ""S.q_dead.None"": 0.1018}"
